x1,x2,label
-0.4692762482672032,0.21011822567684116,1
-0.1641643748183973,0.9860753806958142,0
-0.4714536762537687,0.019974134290626146,1
-0.6703468383017994,-0.6579771053806722,0
-0.8264681333446191,0.5940710430867691,0
-0.4327190093458048,-0.24333804341913082,1
-0.47705401090291283,0.031689956766078435,1
-0.9746128514319958,0.0781620243844079,0
-0.1712390320504723,0.9470572144264268,0
0.12725661642011904,-0.5388973732231935,1
0.9800418517182482,0.20276949165688538,0
0.22414773287710282,-1.0512471623177415,0
-0.27802170477281246,-0.40038500166130214,1
-0.576351076338924,0.8162940898110986,0
-0.39991150420386234,0.048176600556957334,1
-0.447077376914682,-0.16966639179000575,1
0.4915534189982286,-0.08796061944386661,1
0.7315058253641749,0.7092771005227745,0
0.03998967721577318,0.40434336082861067,1
-0.257125388590887,-0.34235853732776333,1
0.46590344143166423,-0.1517311177303937,1
0.5394472186617261,-0.10068645356526335,1
0.28778105777575935,0.3604270331312098,1
-0.3868496476330381,0.2726831632501673,1
-0.3641624379998945,0.8758901706901966,0
0.2621391511950197,-0.2525986932935259,1
0.4213295027004571,-0.07980015758831248,1
0.576477710974818,-0.8368221615754967,0
-0.8335428424149809,0.6685049990268067,0
-0.2998827639926521,0.4280493007115714,1
0.41460386927761345,-0.33412946040001146,1
-0.3504704451844349,0.4287638323105332,1
0.12207858855860224,-0.47878421945825955,1
-0.35190824936416737,-0.9301924206665881,0
0.9858160698151457,0.10941843418681968,0
-0.27163578446373887,0.36725260311383473,1
-0.4073755741572055,-0.37317523965584903,1
-0.13434669142670952,0.9941615133097857,0
0.49857109451797427,-0.8346045913655533,0
-0.003255422688621364,1.0412305678865295,0
-0.42093824202144986,-0.15985488690334035,1
-0.810633133994975,0.7027321849568843,0
0.41392116958212216,-0.14246436701361337,1
-0.09900720929666817,-1.0918156603564686,0
0.6466227356806405,0.6629144010852315,0
-0.2769039927627083,0.9579110401790155,0
1.0323779054506856,0.02680132674524291,0
1.0040362295500072,0.3296190367707789,0
-0.29490066545572785,-0.4931620444005922,1
0.8086477949323087,0.5229121487743297,0
-0.36471609609675937,1.0287680270793655,0
-0.23262765169378374,-0.9605067594051943,0
-0.9970552841981905,-0.13596682288827464,0
-0.3423079819388518,-0.37439629749324144,1
0.11419641447874469,-1.0182704829867506,0
0.14251949801765923,1.0585787485912304,0
-0.819182569187293,-0.5359195036026511,0
0.8556271621647731,0.4253733499714675,0
0.3535449753300162,-0.9397993490583905,0
-0.4402352149998505,1.0045344134445857,0
0.4564805678433772,-0.11886673570378428,1
0.4111517585981921,0.10996051770943177,1
-0.1551654245232125,0.48021684177747703,1
0.42278687488262345,-0.2872183409480239,1
-0.47863517790447463,0.9492241560790885,0
0.5507361790303122,0.8630405612584902,0
0.20542353048249343,-0.4639412698387958,1
0.3413198973381714,0.9247204186289469,0
1.0248443771392797,-0.31941298278994196,0
-0.44308516111851715,-0.1963757311819609,1
-0.3501451301937085,0.2393078687174654,1
-0.27061628427608486,0.3583751589495611,1
0.35452385310813694,0.3193386842975127,1
0.285036243389874,0.5177404430764789,1
-0.04045131349330511,0.5064695583524735,1
0.18581070215610895,0.5186867589946735,1
0.41748886677478814,0.286356402590876,1
-0.19961810366635122,0.9542235802911826,0
0.17046361081314063,-0.4992257776469076,1
0.3353706596163362,-0.39815172961507167,1
-0.9198496061060099,-0.6794250205317274,0
-0.4965995449556143,0.926932494649896,0
0.3906010894480528,-0.1462342838065898,1
-0.30993941658328894,-0.9445727263849469,0
-0.048522401019373176,0.5148946474186441,1
-0.6257506999246776,0.8106458555561608,0
-0.18467777087270032,-0.9702696929248148,0
-0.23727018243014564,-0.31267531251063185,1
0.01884276855265999,0.47727068885330026,1
0.2797597127510245,0.42159315438290407,1
-0.507487957997555,-0.04837233005631531,1
0.4765166173520737,-0.31214786473819756,1
-0.48328266559124616,0.23145545378079185,1
-0.11947277785679206,0.508566174744858,1
-0.15747662612102975,-0.4330472117418048,1
-0.3624418521061417,0.2549485117985659,1
-0.5326209109075243,0.727469615500225,0
-0.19191823424929777,0.8959637762960655,0
0.08687265822759807,-0.5406082995078407,1
0.9577877714367873,0.322518139854203,0
1.049539950378191,-0.03689603253869965,0
-0.03303921512635548,-0.49605243618105443,1
0.8198532094893617,0.48478520360601457,0
-0.14341137279514973,0.5380815061077175,1
-0.24714495649020016,0.43730741776606,1
0.24678348841353032,1.1057677839332656,0
0.18181132902059222,0.46490388963751866,1
0.845190350775028,-0.54455705090169,0
-0.2554535172226939,0.4332402249004335,1
-0.8863516861794604,-0.18488414251795227,0
-1.016167194956548,-0.29495831822076596,0
-0.169299518068572,-0.46538269823578327,1
-0.22792883636023784,0.4256142383189593,1
0.8474533689823139,0.5487680845895874,0
0.3979662784524284,-0.38052022665113017,1
0.3757787871249946,0.3120993902087595,1
